id,gene,description
cg00004996,MTMR7,myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]
cg00033533,KIAA1539,NA
cg00136947,NELL2,neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]
cg00247471,PPM1H,protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]
cg00290373,CCNB1,cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]
cg00328593,ETV1,ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]
cg00348771,MGST3,microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]
cg00377849,TMEM188,NA
cg00555933,PRDM1,PR/SET domain 1 [Source:HGNC Symbol;Acc:HGNC:9346]
cg00657508,LOC349114,NA
cg00687686,NDRG4,NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]
cg00788375,TRAPPC5,trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:HGNC:23067]
cg00803816,ABCA5,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]
cg00846968,NHP2L1,NA
cg01066936,TEF,TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]
cg01126560,C9orf142,NA
cg01195833,NFATC4,nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]
cg01201802,KIAA1462,NA
cg01369341,ROGDI,rogdi homolog [Source:HGNC Symbol;Acc:HGNC:29478]
cg01411142,INTS10,integrator complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:25548]
cg01518631,NFIB,nuclear factor I B [Source:HGNC Symbol;Acc:HGNC:7785]
cg01524359,NASP,nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]
cg01653110,VAMP4,vesicle associated membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:12645]
cg01662102,HSPA13,heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]
cg01870962,MAFF,MAF bZIP transcription factor F [Source:HGNC Symbol;Acc:HGNC:6780]
cg01893681,CCNG1,cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]
cg02073525,DNAJA4,DnaJ heat shock protein family (Hsp40) member A4 [Source:HGNC Symbol;Acc:HGNC:14885]
cg02201774,MYADM,myeloid associated differentiation marker [Source:HGNC Symbol;Acc:HGNC:7544]
cg02212310,BAT2,NA
cg02233750,MCAT,malonyl-CoA-acyl carrier protein transacylase [Source:HGNC Symbol;Acc:HGNC:29622]
cg02400092,ZBTB44,zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]
cg02488288,SPRY4,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533]
cg02497902,ICAM1,intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]
cg02696517,MTMR15,NA
cg02986494,MIDN,midnolin [Source:HGNC Symbol;Acc:HGNC:16298]
cg03090351,DOT1L,DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]
cg03137447,VDR,vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]
cg03171646,HSF2,heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]
cg03315662,PHKG2,phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]
cg03329976,SOX17,SRY-box 17 [Source:HGNC Symbol;Acc:HGNC:18122]
cg03433033,ACADM,acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]
cg03448938,PIKFYVE,phosphoinositide kinase, FYVE-type zinc finger containing [Source:HGNC Symbol;Acc:HGNC:23785]
cg03452174,RAB34,RAB34, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16519]
cg03822639,PALLD,palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]
cg03826976,CYB5R2,cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]
cg03896792,CDK17,cyclin dependent kinase 17 [Source:HGNC Symbol;Acc:HGNC:8750]
cg03904897,ATP2C1,ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]
cg04063216,FAM84A,family with sequence similarity 84 member A [Source:HGNC Symbol;Acc:HGNC:20743]
cg04120645,BLM,Bloom syndrome RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]
