id,gene,description
cg00205703,FAM131A,family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]
cg00292664,HK1,hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]
cg00370303,FBRSL1,fibrosin like 1 [Source:HGNC Symbol;Acc:HGNC:29308]
cg00396407,ACBD3,acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]
cg00425431,TTLL13,NA
cg00475085,PRPF19,pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]
cg00496102,MIOS,meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]
cg00552387,CSRNP2,cysteine and serine rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006]
cg00718036,SGMS2,sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:HGNC:28395]
cg00864183,DLX4,distal-less homeobox 4 [Source:HGNC Symbol;Acc:HGNC:2917]
cg00875668,KPNA3,karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396]
cg00893242,SND1,staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]
cg00906319,PARD3,par-3 family cell polarity regulator [Source:HGNC Symbol;Acc:HGNC:16051]
cg00929565,CREB3L2,cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]
cg00980410,SYNRG,synergin gamma [Source:HGNC Symbol;Acc:HGNC:557]
cg01095157,GORASP2,golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]
cg01120391,ANO1,anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]
cg01139586,C14orf102,NA
cg01360119,LOC728743,NA
cg01498256,C5orf42,chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]
cg01599041,C6orf170,NA
cg01915196,MBD6,methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]
cg01989461,GTF2A1,general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]
cg01990334,FOXJ3,forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]
cg02010020,PTPRK,protein tyrosine phosphatase, receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]
cg02219125,TTC8,tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]
cg02229097,SNN,stannin [Source:HGNC Symbol;Acc:HGNC:11149]
cg02363950,CRABP2,cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2339]
cg02482233,GBAS,NA
cg02507578,NFE2L2,nuclear factor, erythroid 2 like 2 [Source:HGNC Symbol;Acc:HGNC:7782]
cg02549492,RHOBTB3,Rho related BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18757]
cg02764346,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]
cg02891153,LOC100128822,NA
cg02988826,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
cg03043663,PEX10,peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]
cg03065311,ZNF512B,zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]
cg03146154,IPP,intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]
cg03154580,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]
cg03214087,TMEM120A,transmembrane protein 120A [Source:HGNC Symbol;Acc:HGNC:21697]
cg03282336,ARL5B,ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]
cg03320441,KIF26B,kinesin family member 26B [Source:HGNC Symbol;Acc:HGNC:25484]
cg03358887,C6orf72,NA
cg03801030,APBB1,amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]
cg03847768,C12orf35,NA
cg03859684,ANKRD10,ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]
cg03863486,HEBP2,heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]
cg03985459,ZFAND3,zinc finger AN1-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18019]
cg04107140,ADRA2C,adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]
cg04108240,TRA2A,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
cg04130657,DEDD,death effector domain containing [Source:HGNC Symbol;Acc:HGNC:2755]
cg04238303,C1orf107,NA
cg04306507,LGALS3,galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]
cg04315434,CTSB,cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
cg04337056,GFM1,G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]
cg04478795,SMO,smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]
cg05090695,CDKN1C,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
cg05140650,MXI1,MAX interactor 1, dimerization protein [Source:HGNC Symbol;Acc:HGNC:7534]
cg05156742,FAM63B,NA
cg05206690,KATNAL1,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
cg05243389,MYEF2,myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]
cg05306745,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]
cg05460370,LIMD1,LIM domains containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]
cg05484603,SMAGP,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]
cg05518543,MAEA,macrophage erythroblast attacher [Source:HGNC Symbol;Acc:HGNC:13731]
cg05592996,SMARCC1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
cg05641351,EFNA1,ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
cg05750029,BAMBI,BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]
cg05859264,MAPK13,mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:HGNC:6875]
cg05927068,THEM4,thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947]
cg05929469,ULK3,unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]
cg05940536,ACVR1B,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]
cg05997021,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]
cg06200397,MICAL3,microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]
cg06264303,ZNF33A,zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]
cg06324785,ADRBK2,NA
cg06447795,TGM2,transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
cg06452513,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
cg06894687,QSOX1,quiescin sulfhydryl oxidase 1 [Source:HGNC Symbol;Acc:HGNC:9756]
cg07102072,FLJ10357,NA
cg07145366,C14orf132,chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]
cg07180252,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]
cg07217625,TRMT61B,tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]
cg07277041,LIPG,lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]
cg07315372,PAIP1,poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]
cg07318049,ATPIF1,NA
cg07846755,HES1,hes family bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:5192]
cg07919466,KCNC3,potassium voltage-gated channel subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:6235]
cg08090396,NEK4,NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
cg08120044,BACE2,beta-site APP-cleaving enzyme 2 [Source:HGNC Symbol;Acc:HGNC:934]
cg08134877,PPM1B,protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]
cg08190979,LRRC27,leucine rich repeat containing 27 [Source:HGNC Symbol;Acc:HGNC:29346]
cg09017894,SLC44A3,solute carrier family 44 member 3 [Source:HGNC Symbol;Acc:HGNC:28689]
cg09624910,NIPA2,non imprinted in Prader-Willi/Angelman syndrome 2 [Source:HGNC Symbol;Acc:HGNC:17044]
cg09651136,PKM2,NA
cg09758869,GSPT1,G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]
cg09764206,IRF2,interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]
cg10101263,SNX19,sorting nexin 19 [Source:HGNC Symbol;Acc:HGNC:21532]
cg10168894,RAB21,RAB21, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18263]
cg10336108,ALDH1A3,aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]
cg10840389,LRRC20,leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]
cg10893370,UTP6,UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]
cg11051031,IQGAP2,IQ motif containing GTPase activating protein 2 [Source:HGNC Symbol;Acc:HGNC:6111]
cg11197905,ZNF518B,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]
cg11666208,VCPIP1,valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]
cg11715966,CCDC8,coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]
cg11921908,SAP30L,SAP30 like [Source:HGNC Symbol;Acc:HGNC:25663]
