id,gene,description
cg00030291,ICA1,islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]
cg00059424,PES1,pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:8848]
cg00071887,LOXL1,lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]
cg00082310,PLD1,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]
cg00102166,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
cg00157359,PELI3,pellino E3 ubiquitin protein ligase family member 3 [Source:HGNC Symbol;Acc:HGNC:30010]
cg00157456,DHODH,dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:HGNC:2867]
cg00157962,FAM102B,family with sequence similarity 102 member B [Source:HGNC Symbol;Acc:HGNC:27637]
cg00203913,HS3ST3A1,heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]
cg00209066,BRD1,bromodomain containing 1 [Source:HGNC Symbol;Acc:HGNC:1102]
cg00210144,EIF5A,eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]
cg00261416,DAB2,DAB2, clathrin adaptor protein [Source:HGNC Symbol;Acc:HGNC:2662]
cg00308159,MN1,MN1 proto-oncogene, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:7180]
cg00341387,C18orf25,chromosome 18 open reading frame 25 [Source:HGNC Symbol;Acc:HGNC:28172]
cg00345314,SGK3,serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]
cg00374263,YLPM1,YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]
cg00391696,NEAT1,nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:30815]
cg00410422,HBXIP,NA
cg00482898,SNRPG,small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]
cg00486708,ZNF32,zinc finger protein 32 [Source:HGNC Symbol;Acc:HGNC:13095]
cg00495311,LRRC58,leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]
cg00499475,TBX3,T-box 3 [Source:HGNC Symbol;Acc:HGNC:11602]
cg00500892,NPR1,natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]
cg00505979,BATF3,basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915]
cg00509207,TSPAN11,tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]
cg00516870,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]
cg00523425,ATP5G1,NA
cg00542638,C22orf25,NA
cg00545295,CBX7,chromobox 7 [Source:HGNC Symbol;Acc:HGNC:1557]
