id,gene,description
cg00090338,ZNF507,zinc finger protein 507 [Source:HGNC Symbol;Acc:HGNC:23783]
cg00124905,MMAA,methylmalonic aciduria (cobalamin deficiency) cblA type [Source:HGNC Symbol;Acc:HGNC:18871]
cg00354179,KIAA1614,KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]
cg00394793,TLE3,transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]
cg00684757,PQLC1,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
cg00792740,UBE3A,ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]
cg00821731,WNT10A,Wnt family member 10A [Source:HGNC Symbol;Acc:HGNC:13829]
cg00851333,TRIM8,tripartite motif containing 8 [Source:HGNC Symbol;Acc:HGNC:15579]
cg01002995,FOXJ2,forkhead box J2 [Source:HGNC Symbol;Acc:HGNC:24818]
cg01011482,NOTCH2NL,notch 2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:31862]
cg01069965,B4GALT5,beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]
cg01099875,THBD,thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]
cg01137065,FOXK2,forkhead box K2 [Source:HGNC Symbol;Acc:HGNC:6036]
cg01169772,C5orf51,chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750]
cg01175767,C1orf183,NA
cg01244124,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]
cg01422009,MPG,N-methylpurine DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7211]
cg01866064,SEC23B,Sec23 homolog B, coat complex II component [Source:HGNC Symbol;Acc:HGNC:10702]
cg01868559,STRAP,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
cg01873305,MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
cg01883943,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9376]
cg01893669,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
cg01912455,SMARCB1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]
cg01916632,PDSS2,decaprenyl diphosphate synthase subunit 2 [Source:HGNC Symbol;Acc:HGNC:23041]
cg01924434,C19orf24,chromosome 19 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:26073]
cg01994290,PLEKHG3,pleckstrin homology and RhoGEF domain containing G3 [Source:HGNC Symbol;Acc:HGNC:20364]
cg02170312,TAOK2,TAO kinase 2 [Source:HGNC Symbol;Acc:HGNC:16835]
cg02208432,ACER3,alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
cg02254461,CSRNP1,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
cg02297801,NADK,NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]
cg02487422,NICN1,nicolin 1 [Source:HGNC Symbol;Acc:HGNC:18317]
cg02497175,NLK,nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858]
cg02584432,SPATA24,spermatogenesis associated 24 [Source:HGNC Symbol;Acc:HGNC:27322]
