id,gene,description
cg00152259,MRM1,mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]
cg00263584,VAPA,VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]
cg00352780,GSS,glutathione synthetase [Source:HGNC Symbol;Acc:HGNC:4624]
cg00508334,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]
cg00530929,DNAJC28,DnaJ heat shock protein family (Hsp40) member C28 [Source:HGNC Symbol;Acc:HGNC:1297]
cg00551847,METTL5,methyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:25006]
cg00576639,TMEM57,NA
cg00635674,GRAMD2,NA
cg00754426,RALGAPB,Ral GTPase activating protein non-catalytic beta subunit [Source:HGNC Symbol;Acc:HGNC:29221]
cg00770265,SDR39U1,short chain dehydrogenase/reductase family 39U member 1 [Source:HGNC Symbol;Acc:HGNC:20275]
cg00776266,TCP11L2,t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]
cg00809888,NAAA,N-acylethanolamine acid amidase [Source:HGNC Symbol;Acc:HGNC:736]
cg00866667,EID2,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
cg00876501,EIF4E,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
cg00889031,PSMB8,proteasome subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:9545]
cg00911318,CLP1,cleavage and polyadenylation factor I subunit 1 [Source:HGNC Symbol;Acc:HGNC:16999]
cg00965748,MAFB,MAF bZIP transcription factor B [Source:HGNC Symbol;Acc:HGNC:6408]
cg00995798,TTC27,tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]
cg01187562,LRRC32,leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]
cg01302019,C3orf58,chromosome 3 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:28490]
cg01433520,SEC13,SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]
cg01442833,UNG,uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]
cg01532080,SSBP4,single stranded DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:15676]
cg01535726,MSRA,methionine sulfoxide reductase A [Source:HGNC Symbol;Acc:HGNC:7377]
cg01606998,PANX2,pannexin 2 [Source:HGNC Symbol;Acc:HGNC:8600]
cg01868222,KIAA1543,NA
cg01869219,AP1S3,adaptor related protein complex 1 sigma 3 subunit [Source:HGNC Symbol;Acc:HGNC:18971]
cg01962086,TNK2,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]
cg02201132,HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:HGNC:4857]
cg02550119,LIG3,DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]
cg02704907,HIST1H2BK,histone cluster 1 H2B family member k [Source:HGNC Symbol;Acc:HGNC:13954]
cg02731980,VPS37C,VPS37C, ESCRT-I subunit [Source:HGNC Symbol;Acc:HGNC:26097]
cg02792140,FZR1,fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824]
cg02917064,SMARCD3,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]
cg02962318,KIAA1826,NA
cg03193698,SLC3A2,solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]
cg03201044,TFAP2C,transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]
cg03208983,MAGOHB,mago homolog B, exon junction complex core component [Source:HGNC Symbol;Acc:HGNC:25504]
cg03209809,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28184]
cg03309722,INO80B,INO80 complex subunit B [Source:HGNC Symbol;Acc:HGNC:13324]
cg03347985,OTUD6B,OTU domain containing 6B [Source:HGNC Symbol;Acc:HGNC:24281]
cg03436530,GLCCI1,glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]
cg03463641,DNMT3A,DNA methyltransferase 3 alpha [Source:HGNC Symbol;Acc:HGNC:2978]
cg03647944,CEMP1,cementum protein 1 [Source:HGNC Symbol;Acc:HGNC:32553]
cg03764062,FKBP2,FK506 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3718]
cg03860466,PRDX2,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]
cg03916787,RPL35,ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:10344]
cg03954991,OSCP1,organic solute carrier partner 1 [Source:HGNC Symbol;Acc:HGNC:29971]
cg03967346,RPL19,ribosomal protein L19 [Source:HGNC Symbol;Acc:HGNC:10312]
cg04126427,EIF3A,eukaryotic translation initiation factor 3 subunit A [Source:HGNC Symbol;Acc:HGNC:3271]
cg04146745,ZNF662,zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]
cg04152629,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]
cg04184297,SLC16A3,solute carrier family 16 member 3 [Source:HGNC Symbol;Acc:HGNC:10924]
cg04284140,POLD2,DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]
cg04400047,UBIAD1,UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]
cg04547158,ZNF823,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]
cg04552531,PDGFB,platelet derived growth factor subunit B [Source:HGNC Symbol;Acc:HGNC:8800]
cg04603355,ZNF599,zinc finger protein 599 [Source:HGNC Symbol;Acc:HGNC:26408]
cg04658021,PER1,period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
cg04713634,BCAR1,BCAR1, Cas family scaffolding protein [Source:HGNC Symbol;Acc:HGNC:971]
cg04863713,ADAMTSL4,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]
cg04993682,C5orf33,NA
cg05062896,PPOX,protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
cg05202804,C19orf39,NA
cg05346878,TACSTD2,tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]
cg05504194,ACAT2,acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]
cg05787952,JMJD8,jumonji domain containing 8 [Source:HGNC Symbol;Acc:HGNC:14148]
cg05820491,MYL9,myosin light chain 9 [Source:HGNC Symbol;Acc:HGNC:15754]
cg05962325,ACAT1,acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]
cg05974498,ZNF841,zinc finger protein 841 [Source:HGNC Symbol;Acc:HGNC:27611]
cg05985712,CNOT10,CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817]
cg06000963,HUNK,hormonally up-regulated Neu-associated kinase [Source:HGNC Symbol;Acc:HGNC:13326]
cg06033387,TCEA3,transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615]
cg06254123,NDE1,nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]
cg06311804,DDX47,DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]
cg06609049,THOP1,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793]
cg06652632,ITSN2,intersectin 2 [Source:HGNC Symbol;Acc:HGNC:6184]
cg06797280,MAPK6,mitogen-activated protein kinase 6 [Source:HGNC Symbol;Acc:HGNC:6879]
cg06797533,PLIN2,perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]
cg06927337,LFNG,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]
cg07023327,MRPS17,mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]
cg07036370,PKIB,cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]
cg07056057,DYNLL2,dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]
cg07435215,LOC729082,NA
cg07484849,HOOK2,hook microtubule tethering protein 2 [Source:HGNC Symbol;Acc:HGNC:19885]
cg07509155,IL28RA,NA
cg07572770,CHD1L,chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]
cg07682663,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17840]
cg07824483,MAFG,MAF bZIP transcription factor G [Source:HGNC Symbol;Acc:HGNC:6781]
cg07853084,KLF5,Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349]
cg07959104,TUBGCP5,tubulin gamma complex associated protein 5 [Source:HGNC Symbol;Acc:HGNC:18600]
cg08081407,ARF4,ADP ribosylation factor 4 [Source:HGNC Symbol;Acc:HGNC:655]
cg08106792,S100A6,S100 calcium binding protein A6 [Source:HGNC Symbol;Acc:HGNC:10496]
cg08110500,DCP1B,decapping mRNA 1B [Source:HGNC Symbol;Acc:HGNC:24451]
cg08233088,RSL24D1,ribosomal L24 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18479]
cg08287994,PHIP,pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]
cg08625094,MAT2B,methionine adenosyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:6905]
cg08627604,NUP155,nucleoporin 155 [Source:HGNC Symbol;Acc:HGNC:8063]
cg08662074,PAPPA,pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]
cg09023593,FAM102A,family with sequence similarity 102 member A [Source:HGNC Symbol;Acc:HGNC:31419]
cg09133028,PTPRB,protein tyrosine phosphatase, receptor type B [Source:HGNC Symbol;Acc:HGNC:9665]
cg09509863,CUL3,cullin 3 [Source:HGNC Symbol;Acc:HGNC:2553]
cg09546802,PRELID2,PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]
cg09621938,IFT140,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077]
cg10250651,PNN,pinin, desmosome associated protein [Source:HGNC Symbol;Acc:HGNC:9162]
cg10359929,IRS1,insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
cg10400707,VANGL2,VANGL planar cell polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:15511]
cg10410213,ELOVL5,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]
cg10425506,RPS23,ribosomal protein S23 [Source:HGNC Symbol;Acc:HGNC:10410]
cg10607603,HN1,NA
cg10844844,KCNK5,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
