id,gene,description
cg00021527,TAF15,TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]
cg00143527,MESDC1,NA
cg00184016,ATXN2L,ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]
cg00223877,TKT,transketolase [Source:HGNC Symbol;Acc:HGNC:11834]
cg00236225,LASS5,NA
cg00252032,PTK7,protein tyrosine kinase 7 (inactive) [Source:HGNC Symbol;Acc:HGNC:9618]
cg00252616,PCGF3,polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]
cg00296158,POU2F1,POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]
cg00330502,CTDSP1,CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]
cg00367327,PARVB,parvin beta [Source:HGNC Symbol;Acc:HGNC:14653]
cg00415822,ZNF419,zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648]
cg00465359,RNF38,ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]
cg00476580,ANP32E,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]
cg00480331,BCL6,B cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]
cg00539360,VEGFA,vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]
cg00578719,KLF16,Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]
cg00583303,FAM134B,NA
cg00626466,GNS,glucosamine (N-acetyl)-6-sulfatase [Source:HGNC Symbol;Acc:HGNC:4422]
cg00730820,MAP3K6,mitogen-activated protein kinase kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6858]
cg00848033,TTC14,tetratricopeptide repeat domain 14 [Source:HGNC Symbol;Acc:HGNC:24697]
cg00852041,ZFYVE28,zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]
cg00883329,BMP4,bone morphogenetic protein 4 [Source:HGNC Symbol;Acc:HGNC:1071]
cg00919077,MYPOP,Myb related transcription factor, partner of profilin [Source:HGNC Symbol;Acc:HGNC:20178]
cg00994411,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30483]
cg01404873,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:13748]
cg01441025,NCALD,neurocalcin delta [Source:HGNC Symbol;Acc:HGNC:7655]
cg01504424,CCDC34,coiled-coil domain containing 34 [Source:HGNC Symbol;Acc:HGNC:25079]
cg01508796,C10orf75,NA
cg01516580,SYT17,synaptotagmin 17 [Source:HGNC Symbol;Acc:HGNC:24119]
cg01710158,CDC42EP2,CDC42 effector protein 2 [Source:HGNC Symbol;Acc:HGNC:16263]
cg01885503,IRX3,iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]
cg02006647,EXOC3L2,exocyst complex component 3 like 2 [Source:HGNC Symbol;Acc:HGNC:30162]
cg02025407,CRLS1,cardiolipin synthase 1 [Source:HGNC Symbol;Acc:HGNC:16148]
cg02027717,FBLN2,fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]
cg02075570,SLC45A3,solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]
cg02161262,BIN1,bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]
cg02225143,MANF,mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]
cg02550027,BLOC1S2,biogenesis of lysosomal organelles complex 1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:20984]
cg02598341,KLF13,Kruppel like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]
cg02610689,FAM86A,NA
cg02639095,TTC39B,tetratricopeptide repeat domain 39B [Source:HGNC Symbol;Acc:HGNC:23704]
cg02720725,TOMM20,translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]
