id,gene,description
cg00069261,CDR2,cerebellar degeneration related protein 2 [Source:HGNC Symbol;Acc:HGNC:1799]
cg00115288,EPS8L2,EPS8 like 2 [Source:HGNC Symbol;Acc:HGNC:21296]
cg00183647,C3orf67,chromosome 3 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:24763]
cg00328227,C1orf59,NA
cg00331616,MPHOSPH8,M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
cg00399390,FNBP4,formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]
cg00399938,ZDHHC8,zinc finger DHHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:18474]
cg00453679,PHLDA1,pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]
cg00476580,ANP32E,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]
cg00552387,CSRNP2,cysteine and serine rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006]
cg00618725,MGMT,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]
cg00640087,MSH5,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]
cg00708844,C14orf135,NA
cg00758374,C3orf52,chromosome 3 open reading frame 52 [Source:HGNC Symbol;Acc:HGNC:26255]
cg00777652,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:24521]
cg00876501,EIF4E,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
cg00955682,PAIP2,poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]
cg00979628,MUM1,melanoma associated antigen (mutated) 1 [Source:HGNC Symbol;Acc:HGNC:29641]
cg01060409,RAN,RAN, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9846]
cg01075763,TGIF1,TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]
cg01115058,MFSD3,major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]
cg01158680,MAGI2,membrane associated guanylate kinase, WW and PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18957]
cg01211097,USP10,ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]
cg01335042,HMG20B,high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]
cg01464985,ZNF512,zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]
cg01499172,DAAM2,dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]
cg01519158,PSMC4,proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]
cg01550799,MDFIC,MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]
cg01606324,PHF13,PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]
cg01651593,CDC20,cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]
cg01750507,USP14,ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]
cg01806025,BAT3,NA
cg01916632,PDSS2,decaprenyl diphosphate synthase subunit 2 [Source:HGNC Symbol;Acc:HGNC:23041]
cg01939212,KIAA0182,NA
cg01941586,PPIE,peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]
cg01953119,SDC1,syndecan 1 [Source:HGNC Symbol;Acc:HGNC:10658]
cg01963002,LMTK2,lemur tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:17880]
cg01985858,OBFC2B,NA
cg02049499,SOX8,SRY-box 8 [Source:HGNC Symbol;Acc:HGNC:11203]
cg02059047,NDUFA4L2,NDUFA4, mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]
cg02081905,NR2C2,nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]
cg02114696,ZNF232,zinc finger protein 232 [Source:HGNC Symbol;Acc:HGNC:13026]
cg02347773,HOXD8,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]
cg02357046,FAM53A,family with sequence similarity 53 member A [Source:HGNC Symbol;Acc:HGNC:31860]
cg02487654,TSGA14,NA
cg02537587,PARP11,poly(ADP-ribose) polymerase family member 11 [Source:HGNC Symbol;Acc:HGNC:1186]
cg02550949,ETNK1,ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]
cg02570977,ZNF696,zinc finger protein 696 [Source:HGNC Symbol;Acc:HGNC:25872]
cg02584432,SPATA24,spermatogenesis associated 24 [Source:HGNC Symbol;Acc:HGNC:27322]
cg02619167,AK3L1,NA
cg02639181,KIDINS220,kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]
cg02639294,ZNF48,zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]
cg02749148,KLF15,Kruppel like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]
cg02867079,HHIPL1,HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]
cg03008269,BTBD10,BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445]
cg03059112,FKBP11,FK506 binding protein 11 [Source:HGNC Symbol;Acc:HGNC:18624]
cg03065625,LRP4,LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]
cg03143060,NEK4,NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]
cg03243700,WDR5,WD repeat domain 5 [Source:HGNC Symbol;Acc:HGNC:12757]
cg03264550,GNAS,GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
cg03335216,ERRFI1,ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]
cg03379367,USP31,ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]
cg03414631,FAM54B,NA
cg03553910,BTN2A1,butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]
cg03771939,TBC1D12,TBC1 domain family member 12 [Source:HGNC Symbol;Acc:HGNC:29082]
cg03955409,ZNF213,zinc finger protein 213 [Source:HGNC Symbol;Acc:HGNC:13005]
cg03984733,HDHD3,haloacid dehalogenase like hydrolase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28171]
cg04202120,AMN1,antagonist of mitotic exit network 1 homolog [Source:HGNC Symbol;Acc:HGNC:27281]
cg04215968,DNPEP,aspartyl aminopeptidase [Source:HGNC Symbol;Acc:HGNC:2981]
cg04222920,SNX13,sorting nexin 13 [Source:HGNC Symbol;Acc:HGNC:21335]
cg04260867,ZBTB8A,zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172]
cg04284140,POLD2,DNA polymerase delta 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9176]
cg04369958,SUPT5H,SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]
cg04375036,PPP1CC,protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]
cg04414860,TSPYL4,TSPY like 4 [Source:HGNC Symbol;Acc:HGNC:21559]
cg04570827,ZC3H13,zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
cg04571604,UBR5,ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]
cg04587829,FN3K,fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]
