id,gene,description
cg00025436,COQ10A,coenzyme Q10A [Source:HGNC Symbol;Acc:HGNC:26515]
cg00027499,PHKG2,phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]
cg00044289,POP5,POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]
cg00088042,PPRC1,peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]
cg00090731,STIM2,stromal interaction molecule 2 [Source:HGNC Symbol;Acc:HGNC:19205]
cg00116463,B9D1,B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]
cg00154455,ZNF517,zinc finger protein 517 [Source:HGNC Symbol;Acc:HGNC:27984]
cg00156336,FAM176A,NA
cg00171909,SGMS1,sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:HGNC:29799]
cg00171947,C1orf216,chromosome 1 open reading frame 216 [Source:HGNC Symbol;Acc:HGNC:26800]
cg00208412,GOLGA7B,golgin A7 family member B [Source:HGNC Symbol;Acc:HGNC:31668]
cg00231644,TUBB2A,tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]
cg00247748,C3orf19,NA
cg00259887,EBAG9,estrogen receptor binding site associated, antigen, 9 [Source:HGNC Symbol;Acc:HGNC:3123]
cg00261569,C3orf1,NA
cg00269643,TSPAN33,tetraspanin 33 [Source:HGNC Symbol;Acc:HGNC:28743]
cg00273124,NHP2,NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14377]
cg00292664,HK1,hexokinase 1 [Source:HGNC Symbol;Acc:HGNC:4922]
cg00298153,C21orf33,chromosome 21 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:1273]
cg00356723,NAA40,N(alpha)-acetyltransferase 40, NatD catalytic subunit [Source:HGNC Symbol;Acc:HGNC:25845]
cg00391696,NEAT1,nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:30815]
cg00409245,LEMD2,LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21244]
cg00413099,ID1,inhibitor of DNA binding 1, HLH protein [Source:HGNC Symbol;Acc:HGNC:5360]
cg00415822,ZNF419,zinc finger protein 419 [Source:HGNC Symbol;Acc:HGNC:20648]
cg00423443,CDH13,cadherin 13 [Source:HGNC Symbol;Acc:HGNC:1753]
cg00428944,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]
cg00475645,STAU2,staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]
cg00510956,KHDRBS1,KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]
cg00533364,ZNF331,zinc finger protein 331 [Source:HGNC Symbol;Acc:HGNC:15489]
cg00537121,ANKRD13D,ankyrin repeat domain 13D [Source:HGNC Symbol;Acc:HGNC:27880]
cg00539360,VEGFA,vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]
cg00586094,LSM2,LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:13940]
cg00590081,FNDC3A,fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]
cg00592510,HIC1,HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]
cg00646492,GSTO1,glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:HGNC:13312]
cg00683654,PLEKHF1,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]
cg00684757,PQLC1,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
cg00685795,COASY,Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]
cg00754027,KIF14,kinesin family member 14 [Source:HGNC Symbol;Acc:HGNC:19181]
cg00780666,C14orf179,NA
cg00782174,SLC1A5,solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]
cg00788375,TRAPPC5,trafficking protein particle complex 5 [Source:HGNC Symbol;Acc:HGNC:23067]
cg00846400,RBM9,NA
cg00865537,ZNF846,zinc finger protein 846 [Source:HGNC Symbol;Acc:HGNC:27260]
cg00969446,ADAP1,ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]
cg00991297,ITGB1,integrin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6153]
cg01004144,SMEK1,NA
cg01047432,OSBPL9,oxysterol binding protein like 9 [Source:HGNC Symbol;Acc:HGNC:16386]
cg01069104,SATB1,SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]
cg01071279,SUPV3L1,Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]
cg01096266,ZNF518B,zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]
cg01099875,THBD,thrombomodulin [Source:HGNC Symbol;Acc:HGNC:11784]
cg01116966,TCF7,transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]
cg01120391,ANO1,anoctamin 1 [Source:HGNC Symbol;Acc:HGNC:21625]
cg01136848,VPRBP,NA
cg01169772,C5orf51,chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750]
cg01173611,PATL1,PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]
cg01184139,TRIM41,tripartite motif containing 41 [Source:HGNC Symbol;Acc:HGNC:19013]
cg01225095,YARS2,tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]
cg01244650,HIST1H2BJ,histone cluster 1 H2B family member j [Source:HGNC Symbol;Acc:HGNC:4761]
cg01273344,ZNF69,zinc finger protein 69 [Source:HGNC Symbol;Acc:HGNC:13138]
cg01327474,XPO6,exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]
cg01366338,ALDH4A1,aldehyde dehydrogenase 4 family member A1 [Source:HGNC Symbol;Acc:HGNC:406]
cg01394116,RBM22,RNA binding motif protein 22 [Source:HGNC Symbol;Acc:HGNC:25503]
cg01394819,PODN,podocan [Source:HGNC Symbol;Acc:HGNC:23174]
cg01396022,CAMK1,calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]
cg01404873,DLEU2,deleted in lymphocytic leukemia 2 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:13748]
cg01434608,CMTM3,CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]
cg01472882,ATOH8,atonal bHLH transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24126]
cg01497501,ZFAND2A,zinc finger AN1-type containing 2A [Source:HGNC Symbol;Acc:HGNC:28073]
cg01508380,MMP14,matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]
cg01594949,NRARP,NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]
cg01666244,ANKRD10,ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]
cg01682615,ADD1,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]
cg01706566,BNIP3L,BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
cg01730534,CACYBP,calcyclin binding protein [Source:HGNC Symbol;Acc:HGNC:30423]
cg01770362,SLC25A37,solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]
cg01773854,IGFBP6,insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]
cg01779043,METT11D1,NA
cg01813026,RPLP2,ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]
cg01820777,MICALL2,MICAL like 2 [Source:HGNC Symbol;Acc:HGNC:29672]
cg01821058,MMP2,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166]
cg01829450,MSL2,MSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:25544]
cg01837777,PSMD3,proteasome 26S subunit, non-ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9560]
cg01853079,KDELC2,KDEL motif containing 2 [Source:HGNC Symbol;Acc:HGNC:28496]
cg01868559,STRAP,serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]
cg01883943,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9376]
cg01892727,CRBN,cereblon [Source:HGNC Symbol;Acc:HGNC:30185]
cg01910741,PPIL1,peptidylprolyl isomerase like 1 [Source:HGNC Symbol;Acc:HGNC:9260]
cg01986131,TMEM101,transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]
cg02006107,MRPS28,mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]
