id,gene,description
cg00043371,COG1,component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]
cg00089071,PCGF2,polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929]
cg00145177,NAT8L,N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]
cg00152942,CPNE2,copine 2 [Source:HGNC Symbol;Acc:HGNC:2315]
cg00189906,FAM91A1,family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]
cg00222995,ZBTB9,zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]
cg00240178,EEF1A1,eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:HGNC:3189]
cg00246451,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]
cg00247471,PPM1H,protein phosphatase, Mg2+/Mn2+ dependent 1H [Source:HGNC Symbol;Acc:HGNC:18583]
cg00276826,NSUN6,NOP2/Sun RNA methyltransferase family member 6 [Source:HGNC Symbol;Acc:HGNC:23529]
cg00291003,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]
cg00433081,MAPK9,mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:HGNC:6886]
cg00503458,KIAA0907,NA
cg00599252,NRXN2,neurexin 2 [Source:HGNC Symbol;Acc:HGNC:8009]
cg00664023,ALG14,ALG14, UDP-N-acetylglucosaminyltransferase subunit [Source:HGNC Symbol;Acc:HGNC:28287]
cg00687686,NDRG4,NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]
cg00706444,PFKFB4,6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4 [Source:HGNC Symbol;Acc:HGNC:8875]
cg00803816,ABCA5,ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]
cg00840257,CARHSP1,calcium regulated heat stable protein 1 [Source:HGNC Symbol;Acc:HGNC:17150]
cg00871371,SEPT9,septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]
cg00871453,WDR67,NA
cg01014287,FUBP1,far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]
cg01046673,NF2,neurofibromin 2 [Source:HGNC Symbol;Acc:HGNC:7773]
cg01077267,GIN1,gypsy retrotransposon integrase 1 [Source:HGNC Symbol;Acc:HGNC:25959]
cg01105948,FRY,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367]
cg01114951,TRIM45,tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]
cg01148088,RNF144A,ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]
cg01156557,AMACR,alpha-methylacyl-CoA racemase [Source:HGNC Symbol;Acc:HGNC:451]
cg01291010,SLC7A6,solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]
cg01309052,C12orf29,chromosome 12 open reading frame 29 [Source:HGNC Symbol;Acc:HGNC:25322]
cg01316047,LRP3,LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]
cg01329511,SMYD5,SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258]
cg01333131,CDC42BPB,CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]
cg01343206,EHBP1,EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144]
cg01481690,DSCR3,NA
