id,gene,description
cg00183647,C3orf67,chromosome 3 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:24763]
cg00331616,MPHOSPH8,M-phase phosphoprotein 8 [Source:HGNC Symbol;Acc:HGNC:29810]
cg00399938,ZDHHC8,zinc finger DHHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:18474]
cg00453679,PHLDA1,pleckstrin homology like domain family A member 1 [Source:HGNC Symbol;Acc:HGNC:8933]
cg00618725,MGMT,O-6-methylguanine-DNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:7059]
cg00640087,MSH5,mutS homolog 5 [Source:HGNC Symbol;Acc:HGNC:7328]
cg00708844,C14orf135,NA
cg00955682,PAIP2,poly(A) binding protein interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17970]
cg00979628,MUM1,melanoma associated antigen (mutated) 1 [Source:HGNC Symbol;Acc:HGNC:29641]
cg01115058,MFSD3,major facilitator superfamily domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25157]
cg01211097,USP10,ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]
cg01335042,HMG20B,high mobility group 20B [Source:HGNC Symbol;Acc:HGNC:5002]
cg01499172,DAAM2,dishevelled associated activator of morphogenesis 2 [Source:HGNC Symbol;Acc:HGNC:18143]
cg01550799,MDFIC,MyoD family inhibitor domain containing [Source:HGNC Symbol;Acc:HGNC:28870]
cg01806025,BAT3,NA
cg01916632,PDSS2,decaprenyl diphosphate synthase subunit 2 [Source:HGNC Symbol;Acc:HGNC:23041]
cg01941586,PPIE,peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]
cg02049499,SOX8,SRY-box 8 [Source:HGNC Symbol;Acc:HGNC:11203]
cg02114696,ZNF232,zinc finger protein 232 [Source:HGNC Symbol;Acc:HGNC:13026]
cg02347773,HOXD8,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]
cg02537587,PARP11,poly(ADP-ribose) polymerase family member 11 [Source:HGNC Symbol;Acc:HGNC:1186]
cg02619167,AK3L1,NA
cg02749148,KLF15,Kruppel like factor 15 [Source:HGNC Symbol;Acc:HGNC:14536]
cg02867079,HHIPL1,HHIP like 1 [Source:HGNC Symbol;Acc:HGNC:19710]
cg03059112,FKBP11,FK506 binding protein 11 [Source:HGNC Symbol;Acc:HGNC:18624]
cg03335216,ERRFI1,ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]
cg03379367,USP31,ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:HGNC:20060]
