id,gene,description
cg00039326,TRAPPC3,trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]
cg00071887,LOXL1,lysyl oxidase like 1 [Source:HGNC Symbol;Acc:HGNC:6665]
cg00092611,WAC,WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]
cg00102166,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]
cg00167654,WSCD1,WSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29060]
cg00221494,FARP1,FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]
cg00223877,TKT,transketolase [Source:HGNC Symbol;Acc:HGNC:11834]
cg00488501,OSBPL5,oxysterol binding protein like 5 [Source:HGNC Symbol;Acc:HGNC:16392]
cg00523425,ATP5G1,NA
cg00530720,DGKZ,diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857]
cg00533390,HNRNPU,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
cg00539174,CTSZ,cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]
cg00551143,TRIL,TLR4 interactor with leucine rich repeats [Source:HGNC Symbol;Acc:HGNC:22200]
cg00563229,XKR8,XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]
cg00576121,FAM59A,NA
cg00591660,CCNF,cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
cg00651216,HSP90AB1,heat shock protein 90 alpha family class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]
cg00771170,DAPK3,death associated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:2676]
cg00801940,FAM53B,family with sequence similarity 53 member B [Source:HGNC Symbol;Acc:HGNC:28968]
cg00817189,TMEM128,transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]
cg00820919,PLEKHH2,pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]
cg00840516,HYAL2,hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]
cg00866667,EID2,EP300 interacting inhibitor of differentiation 2 [Source:HGNC Symbol;Acc:HGNC:28292]
cg01022879,CCDC99,NA
cg01055562,COG2,component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]
cg01059100,PYCARD,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
cg01115990,PRSS27,serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]
cg01256846,C15orf38,NA
cg01256987,GXYLT1,glucoside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27482]
cg01376079,SSH3,slingshot protein phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:30581]
