id,gene,description
cg00004818,AGA,aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]
cg00033533,KIAA1539,NA
cg00173785,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
cg00184016,ATXN2L,ataxin 2 like [Source:HGNC Symbol;Acc:HGNC:31326]
cg00254079,TES,testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620]
cg00258873,RPP21,ribonuclease P/MRP subunit p21 [Source:HGNC Symbol;Acc:HGNC:21300]
cg00504034,COMMD6,COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]
cg00584416,RSBN1,round spermatid basic protein 1 [Source:HGNC Symbol;Acc:HGNC:25642]
cg00683961,SORT1,sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]
cg01170160,CLTA,clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]
cg01604401,BLCAP,bladder cancer associated protein [Source:HGNC Symbol;Acc:HGNC:1055]
cg01929377,FAM48A,NA
cg02301209,SOX4,SRY-box 4 [Source:HGNC Symbol;Acc:HGNC:11200]
cg02499494,LRIG3,leucine rich repeats and immunoglobulin like domains 3 [Source:HGNC Symbol;Acc:HGNC:30991]
cg02822963,COMMD2,COMM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24993]
cg02965178,AKTIP,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]
cg03004599,SUSD1,sushi domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25413]
cg03177231,TBKBP1,TBK1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:30140]
cg03456393,OPA1,OPA1, mitochondrial dynamin like GTPase [Source:HGNC Symbol;Acc:HGNC:8140]
cg03458162,FTSJD2,NA
cg03736928,CHST6,carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
cg03860466,PRDX2,peroxiredoxin 2 [Source:HGNC Symbol;Acc:HGNC:9353]
cg04027074,STX11,syntaxin 11 [Source:HGNC Symbol;Acc:HGNC:11429]
cg04361126,SLC40A1,solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]
cg04544938,PRKRIR,NA
cg04828892,PPM1J,protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]
cg05213296,RPF2,ribosome production factor 2 homolog [Source:HGNC Symbol;Acc:HGNC:20870]
cg05672380,ALKBH6,alkB homolog 6 [Source:HGNC Symbol;Acc:HGNC:28243]
cg05812599,CLPB,ClpB homolog, mitochondrial AAA ATPase chaperonin [Source:HGNC Symbol;Acc:HGNC:30664]
cg05880452,FMNL2,formin like 2 [Source:HGNC Symbol;Acc:HGNC:18267]
cg05962325,ACAT1,acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]
cg05968988,KIAA0146,NA
cg06246950,SLC35E4,solute carrier family 35 member E4 [Source:HGNC Symbol;Acc:HGNC:17058]
cg07305215,ZFP161,NA
cg07553761,TRIM59,tripartite motif containing 59 [Source:HGNC Symbol;Acc:HGNC:30834]
cg07753791,ZNF566,zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]
cg08762449,IGF1R,insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]
cg08892386,LPGAT1,lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985]
cg09314155,RAMP3,receptor activity modifying protein 3 [Source:HGNC Symbol;Acc:HGNC:9845]
cg10582946,LCORL,ligand dependent nuclear receptor corepressor like [Source:HGNC Symbol;Acc:HGNC:30776]
cg10742957,FBXO17,F-box protein 17 [Source:HGNC Symbol;Acc:HGNC:18754]
cg10871529,CNP,2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]
cg11862246,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115]
cg13010344,ARL6IP4,ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]
cg13410446,TLE1,transducin like enhancer of split 1 [Source:HGNC Symbol;Acc:HGNC:11837]
cg13443092,NXN,nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]
cg13558199,HIC2,HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]
cg14198877,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960]
cg14837817,PYCRL,NA
cg15764655,SBF1,SET binding factor 1 [Source:HGNC Symbol;Acc:HGNC:10542]
cg15769201,SLC35F5,solute carrier family 35 member F5 [Source:HGNC Symbol;Acc:HGNC:23617]
cg16142698,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13 [Source:HGNC Symbol;Acc:HGNC:30343]
cg17726266,UACA,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]
cg22005145,GPX3,glutathione peroxidase 3 [Source:HGNC Symbol;Acc:HGNC:4555]
cg22209441,CRCP,CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]
cg22886005,ILKAP,ILK associated serine/threonine phosphatase [Source:HGNC Symbol;Acc:HGNC:15566]
cg23045046,PARL,presenilin associated rhomboid like [Source:HGNC Symbol;Acc:HGNC:18253]
cg25485435,RAMP1,receptor activity modifying protein 1 [Source:HGNC Symbol;Acc:HGNC:9843]
