id,gene,description
cg00011122,C16orf75,NA
cg00041328,C17orf85,NA
cg00079023,PURA,purine rich element binding protein A [Source:HGNC Symbol;Acc:HGNC:9701]
cg00097619,MST1R,macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]
cg00186701,TSPYL5,TSPY like 5 [Source:HGNC Symbol;Acc:HGNC:29367]
cg00202403,ETV4,ETS variant 4 [Source:HGNC Symbol;Acc:HGNC:3493]
cg00240569,KIF18B,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102]
cg00306721,BSCL2,BSCL2, seipin lipid droplet biogenesis associated [Source:HGNC Symbol;Acc:HGNC:15832]
cg00328593,ETV1,ETS variant 1 [Source:HGNC Symbol;Acc:HGNC:3490]
cg00420929,PGPEP1,pyroglutamyl-peptidase I [Source:HGNC Symbol;Acc:HGNC:13568]
cg00439709,CD109,CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]
cg00480896,DTX4,deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151]
cg00516870,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]
cg00519002,MT1E,metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]
cg00637477,DNAJC5,DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]
cg00685193,SPATA7,spermatogenesis associated 7 [Source:HGNC Symbol;Acc:HGNC:20423]
cg00822030,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]
cg00853068,FMNL1,formin like 1 [Source:HGNC Symbol;Acc:HGNC:1212]
cg00872628,SMC3,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:HGNC:2468]
cg00907549,HEATR1,HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]
cg00955482,ENOSF1,enolase superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:30365]
cg00993674,ICOSLG,inducible T cell costimulator ligand [Source:HGNC Symbol;Acc:HGNC:17087]
cg01011482,NOTCH2NL,notch 2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:31862]
cg01048751,GPR3,G protein-coupled receptor 3 [Source:HGNC Symbol;Acc:HGNC:4484]
cg01055594,WDR35,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]
cg01066936,TEF,TEF, PAR bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:11722]
cg01120898,IL1RAP,interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]
cg01132484,TBL1XR1,transducin beta like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]
cg01141645,ASPH,aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:HGNC:757]
cg01154966,TRPC4AP,transient receptor potential cation channel subfamily C member 4 associated protein [Source:HGNC Symbol;Acc:HGNC:16181]
cg01209635,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]
cg01240094,C21orf63,NA
cg01245423,FANCC,Fanconi anemia complementation group C [Source:HGNC Symbol;Acc:HGNC:3584]
cg01251714,PMEPA1,prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]
cg01263716,PHLDA2,pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]
cg01268859,A4GALT,alpha 1,4-galactosyltransferase (P blood group) [Source:HGNC Symbol;Acc:HGNC:18149]
cg01323954,FAM103A1,family with sequence similarity 103 member A1 [Source:HGNC Symbol;Acc:HGNC:31022]
cg01346718,CSNK1E,casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]
cg01565690,ZNF510,zinc finger protein 510 [Source:HGNC Symbol;Acc:HGNC:29161]
cg01582182,RELA,RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]
cg01610915,THOC5,THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]
cg01657207,ZNF35,zinc finger protein 35 [Source:HGNC Symbol;Acc:HGNC:13099]
cg01693650,LZTFL1,leucine zipper transcription factor like 1 [Source:HGNC Symbol;Acc:HGNC:6741]
cg01738168,CCNB2,cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]
cg01821126,PDXDC2,NA
cg01821557,TRAIP,TRAF interacting protein [Source:HGNC Symbol;Acc:HGNC:30764]
cg01825058,SMARCD3,SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]
cg01884537,RAD18,RAD18, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:18278]
cg01953390,PGAM2,phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]
cg02010020,PTPRK,protein tyrosine phosphatase, receptor type K [Source:HGNC Symbol;Acc:HGNC:9674]
cg02072114,GFOD2,glucose-fructose oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28159]
cg02077702,ISLR,immunoglobulin superfamily containing leucine rich repeat [Source:HGNC Symbol;Acc:HGNC:6133]
cg02088626,PARP1,poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]
cg02122376,G3BP1,G3BP stress granule assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30292]
cg02190746,ASB13,ankyrin repeat and SOCS box containing 13 [Source:HGNC Symbol;Acc:HGNC:19765]
cg02203656,GPNMB,glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]
cg02249390,LTB,lymphotoxin beta [Source:HGNC Symbol;Acc:HGNC:6711]
cg02254461,CSRNP1,cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]
cg02393810,VPS26A,VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]
cg02483271,GLI3,GLI family zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:4319]
cg02495395,ZMYND10,zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]
cg02497175,NLK,nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858]
cg02515725,PDLIM3,PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:HGNC:20767]
cg02562052,ALS2CR4,NA
cg02562109,TMEM170B,transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]
cg02576610,ADAT1,adenosine deaminase, tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]
cg02605776,C1orf103,NA
cg02614016,MINPP1,multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]
cg02639634,RGS20,regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
cg02712222,SSR1,signal sequence receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:11323]
cg02833108,TAF4B,TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]
cg03120717,C11orf61,NA
cg03160045,RBX1,ring-box 1 [Source:HGNC Symbol;Acc:HGNC:9928]
cg03172801,MYL12A,myosin light chain 12A [Source:HGNC Symbol;Acc:HGNC:16701]
cg03223580,BBS10,Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291]
cg03350042,BAHD1,bromo adjacent homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29153]
cg03362871,PIM3,Pim-3 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:19310]
cg03436530,GLCCI1,glucocorticoid induced 1 [Source:HGNC Symbol;Acc:HGNC:18713]
cg03483464,CPOX,coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]
cg03519879,C14orf43,NA
cg03522245,NINL,ninein like [Source:HGNC Symbol;Acc:HGNC:29163]
cg03551161,OSBP2,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]
