id,gene,description
cg00010992,TIGD2,tigger transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:18333]
cg00025981,C13orf15,NA
cg00060880,WIBG,NA
cg00135056,C3orf37,NA
cg00164898,MAPK11,mitogen-activated protein kinase 11 [Source:HGNC Symbol;Acc:HGNC:6873]
cg00185336,ABHD11,abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]
cg00213160,ZNF37A,zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]
cg00219151,SLC16A9,solute carrier family 16 member 9 [Source:HGNC Symbol;Acc:HGNC:23520]
cg00240767,CCDC101,NA
cg00251250,IRF2BP2,interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]
cg00259755,PWWP2B,PWWP domain containing 2B [Source:HGNC Symbol;Acc:HGNC:25150]
cg00348858,TUFM,Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]
cg00363845,ANO8,anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329]
cg00380150,EIF4ENIF1,eukaryotic translation initiation factor 4E nuclear import factor 1 [Source:HGNC Symbol;Acc:HGNC:16687]
cg00422230,ITGAV,integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]
cg00439709,CD109,CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]
cg00465941,PRPF40B,pre-mRNA processing factor 40 homolog B [Source:HGNC Symbol;Acc:HGNC:25031]
cg00571292,UBE2W,ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]
cg00609966,CACNA1H,calcium voltage-gated channel subunit alpha1 H [Source:HGNC Symbol;Acc:HGNC:1395]
cg00620824,HLA-C,major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]
cg00668525,CDC7,cell division cycle 7 [Source:HGNC Symbol;Acc:HGNC:1745]
cg00704305,ECHDC1,ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
cg00715241,CAMTA2,calmodulin binding transcription activator 2 [Source:HGNC Symbol;Acc:HGNC:18807]
cg00784791,FAM86D,NA
cg00811051,DNAJB14,DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]
cg00870662,PARD6G,par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:HGNC:16076]
cg00888876,ANKRD17,ankyrin repeat domain 17 [Source:HGNC Symbol;Acc:HGNC:23575]
cg00906812,CCDC12,coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]
cg01027411,ZNF296,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981]
cg01030476,LGALS8,galectin 8 [Source:HGNC Symbol;Acc:HGNC:6569]
cg01063178,TDRKH,tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]
cg01069104,SATB1,SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]
cg01074347,FAM69A,family with sequence similarity 69 member A [Source:HGNC Symbol;Acc:HGNC:32213]
cg01084871,KIAA1530,NA
cg01098785,MDM2,MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]
cg01156550,ASCL2,achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]
cg01187496,WWC1,WW and C2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29435]
cg01231620,MRPL52,mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]
cg01261503,POLG2,DNA polymerase gamma 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:9180]
cg01267941,SHMT2,serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]
cg01279654,VGLL4,vestigial like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966]
cg01314034,GTF2IRD1,GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]
cg01328806,HS1BP3,HCLS1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:24979]
cg01372058,SF3B2,splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]
cg01409735,HDAC11,histone deacetylase 11 [Source:HGNC Symbol;Acc:HGNC:19086]
cg01520924,HSPA2,heat shock protein family A (Hsp70) member 2 [Source:HGNC Symbol;Acc:HGNC:5235]
cg01529538,RBM23,RNA binding motif protein 23 [Source:HGNC Symbol;Acc:HGNC:20155]
cg01587190,ERCC2,ERCC excision repair 2, TFIIH core complex helicase subunit [Source:HGNC Symbol;Acc:HGNC:3434]
cg01587771,LYPLA2,lysophospholipase II [Source:HGNC Symbol;Acc:HGNC:6738]
cg01641778,BRD2,bromodomain containing 2 [Source:HGNC Symbol;Acc:HGNC:1103]
