id,gene,description
cg00089071,PCGF2,polycomb group ring finger 2 [Source:HGNC Symbol;Acc:HGNC:12929]
cg00090648,C1orf55,NA
cg00099427,CCDC19,NA
cg00222995,ZBTB9,zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]
cg00288824,ATP10A,ATPase phospholipid transporting 10A (putative) [Source:HGNC Symbol;Acc:HGNC:13542]
cg00347757,GJB2,gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]
cg00427296,MYH10,myosin heavy chain 10 [Source:HGNC Symbol;Acc:HGNC:7568]
cg00489219,ZNF621,zinc finger protein 621 [Source:HGNC Symbol;Acc:HGNC:24787]
cg00776080,TENC1,NA
cg00852041,ZFYVE28,zinc finger FYVE-type containing 28 [Source:HGNC Symbol;Acc:HGNC:29334]
cg01186919,ALG9,ALG9, alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:15672]
cg01245423,FANCC,Fanconi anemia complementation group C [Source:HGNC Symbol;Acc:HGNC:3584]
cg01329511,SMYD5,SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258]
cg01341755,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]
cg01471153,GOLGA8B,golgin A8 family member B [Source:HGNC Symbol;Acc:HGNC:31973]
cg01496600,GMDS,GDP-mannose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:4369]
cg02105326,HES6,hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:18254]
cg02126446,VGLL3,vestigial like family member 3 [Source:HGNC Symbol;Acc:HGNC:24327]
cg02456791,RAD21,RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]
cg02741554,CXCL2,C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]
cg02863476,RBBP8,RB binding protein 8, endonuclease [Source:HGNC Symbol;Acc:HGNC:9891]
cg03087198,SPTY2D1,SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]
cg03236948,DNAJC4,DnaJ heat shock protein family (Hsp40) member C4 [Source:HGNC Symbol;Acc:HGNC:5271]
cg03243946,LDHB,lactate dehydrogenase B [Source:HGNC Symbol;Acc:HGNC:6541]
cg03685454,TMEM185B,transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]
cg03892551,USP48,ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533]
cg04203758,NETO2,neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]
cg04475375,NRN1,neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]
cg04518342,PDLIM4,PDZ and LIM domain 4 [Source:HGNC Symbol;Acc:HGNC:16501]
cg04730850,PXMP4,peroxisomal membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15920]
cg04871582,PPIL5,NA
cg05098590,ADD3,adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]
cg05191006,NQO1,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
cg05775809,LDB1,LIM domain binding 1 [Source:HGNC Symbol;Acc:HGNC:6532]
cg05776704,WWTR1,WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]
cg05902624,FLOT1,flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]
cg06061966,DGKZ,diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857]
cg06154570,HEYL,hes related family bHLH transcription factor with YRPW motif-like [Source:HGNC Symbol;Acc:HGNC:4882]
cg06241208,C11orf46,NA
cg06650786,NOTCH3,notch 3 [Source:HGNC Symbol;Acc:HGNC:7883]
cg07713293,SERPINB9,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955]
cg08312600,GIPC1,GIPC PDZ domain containing family member 1 [Source:HGNC Symbol;Acc:HGNC:1226]
cg08773314,ASB1,ankyrin repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:16011]
cg09079275,ADAM19,ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]
cg09325711,RALA,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]
cg09763839,CPEB2,cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]
cg09884561,TMEM158,transmembrane protein 158 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30293]
cg09945120,DGCR8,DGCR8, microprocessor complex subunit [Source:HGNC Symbol;Acc:HGNC:2847]
cg10605442,YTHDF1,YTH N6-methyladenosine RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15867]
cg11028445,FAM96A,family with sequence similarity 96 member A [Source:HGNC Symbol;Acc:HGNC:26235]
cg11534937,TNRC18,trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]
cg11683482,DMAP1,DNA methyltransferase 1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18291]
cg12232274,LRP11,LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]
cg12464869,RAG1AP1,NA
cg12711814,ENO1,enolase 1 [Source:HGNC Symbol;Acc:HGNC:3350]
cg13443911,TGFBR1,transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]
cg13468252,C1orf128,NA
cg13654276,ZDHHC23,zinc finger DHHC-type containing 23 [Source:HGNC Symbol;Acc:HGNC:28654]
cg13794565,HUS1,HUS1 checkpoint clamp component [Source:HGNC Symbol;Acc:HGNC:5309]
cg13904006,SH3BP4,SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826]
cg14282126,MRPL42,mitochondrial ribosomal protein L42 [Source:HGNC Symbol;Acc:HGNC:14493]
cg14346208,PAMR1,peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]
cg14470978,PRRX2,paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]
cg14585694,OAF,out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]
cg15536165,FJX1,four jointed box 1 [Source:HGNC Symbol;Acc:HGNC:17166]
cg15739758,NAPB,NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]
cg16803522,RASGRP1,RAS guanyl releasing protein 1 [Source:HGNC Symbol;Acc:HGNC:9878]
cg17499247,TIMELESS,timeless circadian regulator [Source:HGNC Symbol;Acc:HGNC:11813]
cg17675150,ZNF532,zinc finger protein 532 [Source:HGNC Symbol;Acc:HGNC:30940]
cg20222376,AKAP8L,A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]
cg20740769,S1PR1,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]
cg22775000,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1 [Source:HGNC Symbol;Acc:HGNC:11866]
cg23051349,KLC1,kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]
cg23380307,METTL2B,methyltransferase like 2B [Source:HGNC Symbol;Acc:HGNC:18272]
cg23413685,EIF3D,eukaryotic translation initiation factor 3 subunit D [Source:HGNC Symbol;Acc:HGNC:3278]
cg25263635,GTPBP5,NA
cg25729068,TC2N,tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]
