id,gene,description
cg00025436,COQ10A,coenzyme Q10A [Source:HGNC Symbol;Acc:HGNC:26515]
cg00101715,FAM55C,NA
cg00130530,FKBP5,FK506 binding protein 5 [Source:HGNC Symbol;Acc:HGNC:3721]
cg00131958,CAMLG,calcium modulating ligand [Source:HGNC Symbol;Acc:HGNC:1471]
cg00148666,MT1X,metallothionein 1X [Source:HGNC Symbol;Acc:HGNC:7405]
cg00173785,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1 [Source:HGNC Symbol;Acc:HGNC:4867]
cg00252813,GAPDH,glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4141]
cg00346446,MRPL24,mitochondrial ribosomal protein L24 [Source:HGNC Symbol;Acc:HGNC:14037]
cg00355909,CMTM3,CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]
cg00383081,GLUL,glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]
cg00481884,ACP5,acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]
cg00514575,MGAT1,mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:7044]
cg00565070,PDE4A,phosphodiesterase 4A [Source:HGNC Symbol;Acc:HGNC:8780]
cg00585901,EFNA4,ephrin A4 [Source:HGNC Symbol;Acc:HGNC:3224]
cg00588090,PUS1,pseudouridylate synthase 1 [Source:HGNC Symbol;Acc:HGNC:15508]
cg00621084,TMEM194B,NA
cg00705908,ASAH1,N-acylsphingosine amidohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:735]
cg00719400,LOC100130093,NA
cg00768409,BNC1,basonuclin 1 [Source:HGNC Symbol;Acc:HGNC:1081]
cg00819788,C17orf61,NA
cg00875804,KIAA0182,NA
cg00917031,MEGF9,multiple EGF like domains 9 [Source:HGNC Symbol;Acc:HGNC:3234]
cg00964109,UBL7,ubiquitin like 7 [Source:HGNC Symbol;Acc:HGNC:28221]
cg00992153,C8orf58,chromosome 8 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:32233]
cg01059100,PYCARD,PYD and CARD domain containing [Source:HGNC Symbol;Acc:HGNC:16608]
cg01110797,LOC221710,NA
cg01116966,TCF7,transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]
cg01181681,TLR5,toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]
cg01394819,PODN,podocan [Source:HGNC Symbol;Acc:HGNC:23174]
cg01475538,RRAS2,RAS related 2 [Source:HGNC Symbol;Acc:HGNC:17271]
cg01591470,CTAGE5,CTAGE family member 5, ER export factor [Source:HGNC Symbol;Acc:HGNC:7057]
cg01662334,HIBADH,3-hydroxyisobutyrate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4907]
cg01724150,NMNAT3,nicotinamide nucleotide adenylyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:20989]
cg01815128,C13orf33,NA
cg01974375,PI4KB,phosphatidylinositol 4-kinase beta [Source:HGNC Symbol;Acc:HGNC:8984]
cg02058108,SSPN,sarcospan [Source:HGNC Symbol;Acc:HGNC:11322]
cg02121704,CHEK1,checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]
cg02217979,SETD8,NA
cg02285386,TOM1,target of myb1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11982]
cg02446081,FAM54A,NA
cg02596089,CCDC9,coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]
cg02652597,VAMP5,vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]
cg02747169,CDR2L,cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]
cg02756107,TRIM4,tripartite motif containing 4 [Source:HGNC Symbol;Acc:HGNC:16275]
cg02774856,HOMER3,homer scaffolding protein 3 [Source:HGNC Symbol;Acc:HGNC:17514]
cg02802029,PLOD2,procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 [Source:HGNC Symbol;Acc:HGNC:9082]
cg02876925,SEPT11,septin 11 [Source:HGNC Symbol;Acc:HGNC:25589]
cg02914379,MDFI,MyoD family inhibitor [Source:HGNC Symbol;Acc:HGNC:6967]
cg03211233,SIRT1,sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]
cg03212674,CLK2,CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
cg03340523,SGCB,sarcoglycan beta [Source:HGNC Symbol;Acc:HGNC:10806]
cg03344955,MCCC1,methylcrotonoyl-CoA carboxylase 1 [Source:HGNC Symbol;Acc:HGNC:6936]
cg03503297,DCTPP1,dCTP pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28777]
cg03517147,C1orf53,chromosome 1 open reading frame 53 [Source:HGNC Symbol;Acc:HGNC:30003]
cg03524611,ESCO2,establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]
cg03552151,DYNLRB1,dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468]
cg03782956,HMGN4,high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]
cg03944810,KLF7,Kruppel like factor 7 [Source:HGNC Symbol;Acc:HGNC:6350]
cg04154290,LRP8,LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]
cg04361527,PMVK,phosphomevalonate kinase [Source:HGNC Symbol;Acc:HGNC:9141]
cg04375472,ZNF84,zinc finger protein 84 [Source:HGNC Symbol;Acc:HGNC:13159]
cg04393391,FAM49B,family with sequence similarity 49 member B [Source:HGNC Symbol;Acc:HGNC:25216]
cg04405414,ATP1B1,ATPase Na+/K+ transporting subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:804]
cg04455646,IRAK2,interleukin 1 receptor associated kinase 2 [Source:HGNC Symbol;Acc:HGNC:6113]
cg04459413,HSPH1,heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]
cg04482879,DENND4A,DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]
cg04554033,C1QTNF1,C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]
cg04570827,ZC3H13,zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368]
cg05042708,CALHM2,calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]
cg05292478,SMURF1,SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807]
cg05531134,C21orf91,chromosome 21 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:16459]
cg05555681,CISD3,CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
cg05598363,C5orf32,NA
cg05638287,KCNK1,potassium two pore domain channel subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:6272]
cg05819150,YAP1,Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]
cg06024411,FBLN7,fibulin 7 [Source:HGNC Symbol;Acc:HGNC:26740]
cg06089934,SEPT3,septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]
cg06191348,DUS1L,dihydrouridine synthase 1 like [Source:HGNC Symbol;Acc:HGNC:30086]
