id,gene,description
cg00090609,PRDM4,PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348]
cg00154968,CDK13,cyclin dependent kinase 13 [Source:HGNC Symbol;Acc:HGNC:1733]
cg00218631,NUCB2,nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]
cg00223877,TKT,transketolase [Source:HGNC Symbol;Acc:HGNC:11834]
cg00283576,KCNQ1,potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]
cg00330502,CTDSP1,CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]
cg00367438,TMUB1,transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]
cg00476580,ANP32E,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]
cg00480331,BCL6,B cell CLL/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:1001]
cg00578719,KLF16,Kruppel like factor 16 [Source:HGNC Symbol;Acc:HGNC:16857]
cg00649606,SLC19A2,solute carrier family 19 member 2 [Source:HGNC Symbol;Acc:HGNC:10938]
cg00762160,PAX9,paired box 9 [Source:HGNC Symbol;Acc:HGNC:8623]
cg00820919,PLEKHH2,pleckstrin homology, MyTH4 and FERM domain containing H2 [Source:HGNC Symbol;Acc:HGNC:30506]
cg00934624,PTGR2,prostaglandin reductase 2 [Source:HGNC Symbol;Acc:HGNC:20149]
cg01158220,UBXN4,UBX domain protein 4 [Source:HGNC Symbol;Acc:HGNC:14860]
cg01159601,D4S234E,NA
cg01508796,C10orf75,NA
cg01668452,ATF3,activating transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:785]
cg01946442,ZRANB2,zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]
cg01985858,OBFC2B,NA
cg02045669,PTPN13,protein tyrosine phosphatase, non-receptor type 13 [Source:HGNC Symbol;Acc:HGNC:9646]
cg02075570,SLC45A3,solute carrier family 45 member 3 [Source:HGNC Symbol;Acc:HGNC:8642]
cg02203542,SOX12,SRY-box 12 [Source:HGNC Symbol;Acc:HGNC:11198]
