id,gene,description
cg00370303,FBRSL1,fibrosin like 1 [Source:HGNC Symbol;Acc:HGNC:29308]
cg00394793,TLE3,transducin like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]
cg00396407,ACBD3,acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]
cg00425431,TTLL13,NA
cg00475085,PRPF19,pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]
cg00496102,MIOS,meiosis regulator for oocyte development [Source:HGNC Symbol;Acc:HGNC:21905]
cg00552387,CSRNP2,cysteine and serine rich nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16006]
cg01095157,GORASP2,golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]
cg01139586,C14orf102,NA
cg01498256,C5orf42,chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:25801]
cg01599041,C6orf170,NA
cg01873305,MRPS15,mitochondrial ribosomal protein S15 [Source:HGNC Symbol;Acc:HGNC:14504]
cg01915196,MBD6,methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]
cg02219125,TTC8,tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]
cg02229097,SNN,stannin [Source:HGNC Symbol;Acc:HGNC:11149]
cg02482233,GBAS,NA
cg02487422,NICN1,nicolin 1 [Source:HGNC Symbol;Acc:HGNC:18317]
cg02764346,GALNT3,polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]
cg02988826,GMPS,guanine monophosphate synthase [Source:HGNC Symbol;Acc:HGNC:4378]
cg03154580,RALB,RAS like proto-oncogene B [Source:HGNC Symbol;Acc:HGNC:9840]
cg03282336,ARL5B,ADP ribosylation factor like GTPase 5B [Source:HGNC Symbol;Acc:HGNC:23052]
cg03358887,C6orf72,NA
cg03801030,APBB1,amyloid beta precursor protein binding family B member 1 [Source:HGNC Symbol;Acc:HGNC:581]
cg03859684,ANKRD10,ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265]
cg03985459,ZFAND3,zinc finger AN1-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18019]
cg04108240,TRA2A,transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]
cg04315434,CTSB,cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]
cg04337056,GFM1,G elongation factor mitochondrial 1 [Source:HGNC Symbol;Acc:HGNC:13780]
cg04478795,SMO,smoothened, frizzled class receptor [Source:HGNC Symbol;Acc:HGNC:11119]
cg05156742,FAM63B,NA
cg05206690,KATNAL1,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361]
cg05243389,MYEF2,myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]
cg05484603,SMAGP,small cell adhesion glycoprotein [Source:HGNC Symbol;Acc:HGNC:26918]
cg05592996,SMARCC1,SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]
cg05595134,MRPL15,mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:14054]
cg05927068,THEM4,thioesterase superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:17947]
cg05929469,ULK3,unc-51 like kinase 3 [Source:HGNC Symbol;Acc:HGNC:19703]
cg05940536,ACVR1B,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]
cg05997021,DNAJC19,DnaJ heat shock protein family (Hsp40) member C19 [Source:HGNC Symbol;Acc:HGNC:30528]
cg06264303,ZNF33A,zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]
cg06324785,ADRBK2,NA
cg06447795,TGM2,transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]
cg06452513,UNC119,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565]
cg06482989,SOX15,SRY-box 15 [Source:HGNC Symbol;Acc:HGNC:11196]
cg06740710,PIAS1,protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]
cg07145366,C14orf132,chromosome 14 open reading frame 132 [Source:HGNC Symbol;Acc:HGNC:20346]
cg07180252,ARHGAP26,Rho GTPase activating protein 26 [Source:HGNC Symbol;Acc:HGNC:17073]
cg07217625,TRMT61B,tRNA methyltransferase 61B [Source:HGNC Symbol;Acc:HGNC:26070]
cg07277041,LIPG,lipase G, endothelial type [Source:HGNC Symbol;Acc:HGNC:6623]
