id,gene,description
cg00022138,SFRS6,NA
cg00035623,UBE2S,ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]
cg00040873,NDUFB10,NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]
cg00043371,COG1,component of oligomeric golgi complex 1 [Source:HGNC Symbol;Acc:HGNC:6545]
cg00086871,TBC1D14,TBC1 domain family member 14 [Source:HGNC Symbol;Acc:HGNC:29246]
cg00119073,LPP,LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]
cg00145489,IMPA2,inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]
cg00194681,WDYHV1,WDYHV motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25490]
cg00199549,MCM5,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:HGNC:6948]
cg00200063,USP32,ubiquitin specific peptidase 32 [Source:HGNC Symbol;Acc:HGNC:19143]
cg00207428,NOXO1,NADPH oxidase organizer 1 [Source:HGNC Symbol;Acc:HGNC:19404]
cg00215214,TMEM55B,NA
cg00221494,FARP1,FERM, ARH/RhoGEF and pleckstrin domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3591]
cg00246451,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:682]
cg00298153,C21orf33,chromosome 21 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:1273]
cg00323305,THRB,thyroid hormone receptor beta [Source:HGNC Symbol;Acc:HGNC:11799]
cg00342953,SMCHD1,structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29090]
cg00356811,TNFAIP8L1,TNF alpha induced protein 8 like 1 [Source:HGNC Symbol;Acc:HGNC:28279]
cg00357532,NCKAP1,NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]
cg00402172,NFATC3,nuclear factor of activated T cells 3 [Source:HGNC Symbol;Acc:HGNC:7777]
cg00428944,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]
cg00466334,TBX15,T-box 15 [Source:HGNC Symbol;Acc:HGNC:11594]
cg00524169,ACTN4,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]
cg00532474,PSTPIP2,proline-serine-threonine phosphatase interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:9581]
cg00533390,HNRNPU,heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]
cg00545681,F3,coagulation factor III, tissue factor [Source:HGNC Symbol;Acc:HGNC:3541]
cg00559234,CLSTN1,calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]
cg00577147,C3orf31,NA
cg00598009,TUBGCP3,tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]
cg00611535,RAB5B,RAB5B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9784]
cg00659953,FAM173A,family with sequence similarity 173 member A [Source:HGNC Symbol;Acc:HGNC:14152]
cg00670698,GGCT,gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]
cg00683654,PLEKHF1,pleckstrin homology and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20764]
cg00694371,COPS7A,COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:HGNC:16758]
cg00699235,MCRS1,microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]
cg00797651,CD55,CD55 molecule (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]
cg00819362,CLIP3,CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]
cg00839802,MAN1A1,mannosidase alpha class 1A member 1 [Source:HGNC Symbol;Acc:HGNC:6821]
cg00906762,HLTF,helicase like transcription factor [Source:HGNC Symbol;Acc:HGNC:11099]
cg00920254,SLC29A1,solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]
cg00929050,ARF6,ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
cg00932688,C16orf87,chromosome 16 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:33754]
cg00965469,LY6G5C,lymphocyte antigen 6 family member G5C [Source:HGNC Symbol;Acc:HGNC:13932]
cg01015879,RDX,radixin [Source:HGNC Symbol;Acc:HGNC:9944]
cg01053714,SLC12A6,solute carrier family 12 member 6 [Source:HGNC Symbol;Acc:HGNC:10914]
cg01055594,WDR35,WD repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:29250]
cg01069256,FAM164A,NA
cg01114951,TRIM45,tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]
cg01139861,IKZF1,IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]
cg01153872,HDAC4,histone deacetylase 4 [Source:HGNC Symbol;Acc:HGNC:14063]
cg01154930,GAA,glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]
cg01170160,CLTA,clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090]
cg01209635,TBXA2R,thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]
cg01211097,USP10,ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]
cg01244303,HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]
cg01271129,KCNMB3,potassium calcium-activated channel subfamily M regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6287]
cg01276381,LATS1,large tumor suppressor kinase 1 [Source:HGNC Symbol;Acc:HGNC:6514]
cg01289020,FTSJD1,NA
cg01305045,C17orf42,NA
cg01305328,SLK,STE20 like kinase [Source:HGNC Symbol;Acc:HGNC:11088]
cg01319235,ZNF7,zinc finger protein 7 [Source:HGNC Symbol;Acc:HGNC:13139]
cg01336855,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]
cg01355753,SEPHS2,selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]
cg01378158,PLEKHG4,pleckstrin homology and RhoGEF domain containing G4 [Source:HGNC Symbol;Acc:HGNC:24501]
cg01392930,NDUFB7,NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]
cg01418527,FSCN1,fascin actin-bundling protein 1 [Source:HGNC Symbol;Acc:HGNC:11148]
cg01421380,UBXN1,UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]
cg01519950,ZNF322A,NA
cg01532230,PCDH7,protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]
cg01560399,JAG1,jagged 1 [Source:HGNC Symbol;Acc:HGNC:6188]
cg01637551,CACNA1C,calcium voltage-gated channel subunit alpha1 C [Source:HGNC Symbol;Acc:HGNC:1390]
cg01692379,RNF39,ring finger protein 39 [Source:HGNC Symbol;Acc:HGNC:18064]
cg01706566,BNIP3L,BCL2 interacting protein 3 like [Source:HGNC Symbol;Acc:HGNC:1085]
cg01773854,IGFBP6,insulin like growth factor binding protein 6 [Source:HGNC Symbol;Acc:HGNC:5475]
cg01778153,SERGEF,secretion regulating guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:17499]
cg01779043,METT11D1,NA
cg01782826,RCSD1,RCSD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28310]
cg01806346,MAN2B2,mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]
cg01808739,FNBP1L,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
cg01834027,EPB41,erythrocyte membrane protein band 4.1 [Source:HGNC Symbol;Acc:HGNC:3377]
cg01841118,MGAT4A,mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:HGNC:7047]
cg01853079,KDELC2,KDEL motif containing 2 [Source:HGNC Symbol;Acc:HGNC:28496]
cg01888561,SEC14L1,SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]
cg01891818,ICT1,NA
